RL,7200,Lvl,AllPub,_1Fam,5,1951,TA,CBlock,900,GasA,TA,900,0,900,3,1,5,2005,576,Y,0,NA,NA,5,2010,WD,Normal,134800
RL,11478,Lvl,AllPub,_1Fam,8,2007,TA,PConc,1704,GasA,Ex,1704,0,1704,3,1,7,2008,772,Y,0,NA,NA,5,2010,WD,Normal,306000
RL,16321,Lvl,AllPub,_1Fam,5,1957,TA,CBlock,1484,GasA,TA,1600,0,1600,2,1,6,1957,319,Y,0,NA,NA,12,2006,WD,Normal,207500
RM,6324,Lvl,AllPub,_1Fam,4,1927,TA,BrkTil,520,GasA,Fa,520,0,520,1,1,4,1920,240,Y,0,NA,NA,5,2008,WD,Normal,68500
C,8500,Lvl,AllPub,_1Fam,4,1920,Fa,BrkTil,649,GasA,TA,649,668,1317,3,1,6,1920,250,N,0,NA,MnPrv,7,2008,WD,Normal,40000
RL,8544,Lvl,AllPub,_1Fam,5,1966,TA,CBlock,1228,GasA,Gd,1228,0,1228,3,1,6,1966,271,Y,0,NA,MnPrv,6,2008,WD,Normal,149350
RL,11049,Lvl,AllPub,_1Fam,8,2007,TA,PConc,1234,GasA,Ex,1234,0,1234,3,1,7,2007,484,Y,0,NA,NA,1,2008,WD,Normal,179900
RL,10552,Lvl,AllPub,_1Fam,5,1959,TA,CBlock,1398,GasA,Gd,1700,0,1700,4,1,6,1959,447,Y,0,NA,NA,4,2010,WD,Normal,165500
RL,7313,Lvl,AllPub,TwnhsE,9,2005,TA,PConc,1561,GasA,Ex,1561,0,1561,2,1,6,2005,556,Y,0,NA,NA,8,2007,WD,Normal,277500
RL,13418,Lvl,AllPub,_1Fam,8,2004,TA,PConc,1117,GasA,Ex,1132,1320,2452,4,1,9,2004,691,Y,0,NA,NA,9,2006,WD,Normal,309000
RL,10859,Lvl,AllPub,_1Fam,5,1994,TA,PConc,1097,GasA,Ex,1097,0,1097,3,1,6,1995,672,Y,0,NA,NA,6,2009,WD,Normal,145000
RL,8532,Lvl,AllPub,_1Fam,5,1954,TA,CBlock,1297,GasA,Gd,1297,0,1297,3,1,5,1954,498,Y,0,NA,NA,10,2009,WD,Normal,153000
RL,7922,Lvl,AllPub,_1Fam,5,1953,Gd,CBlock,1057,GasA,TA,1057,0,1057,3,1,5,1953,246,Y,0,NA,NA,1,2010,WD,Abnorml,109000
RL,6040,Lvl,AllPub,Duplex,4,1955,TA,PConc,0,GasA,TA,1152,0,1152,2,2,6,1930,0,N,0,NA,NA,6,2008,WD,AdjLand,82000
RL,8658,Lvl,AllPub,_1Fam,6,1965,TA,CBlock,1088,GasA,Ex,1324,0,1324,3,1,6,1965,440,Y,0,NA,GdWo,12,2006,WD,Abnorml,160000
RL,16905,Lvl,AllPub,_1Fam,5,1959,Gd,CBlock,1350,GasA,Gd,1328,0,1328,2,1,5,1959,308,P,0,NA,NA,7,2007,WD,Normal,170000
RL,9180,Lvl,AllPub,_1Fam,5,1983,TA,CBlock,840,GasA,Gd,884,0,884,2,1,5,1983,504,Y,0,NA,MnPrv,12,2007,WD,Normal,144000
RL,9200,Lvl,AllPub,_1Fam,5,1975,TA,CBlock,938,GasA,TA,938,0,938,3,1,5,1977,308,Y,0,NA,MnPrv,7,2008,WD,Normal,130250
RL,7945,Lvl,AllPub,_1Fam,5,1959,TA,CBlock,1150,GasA,Ex,1150,0,1150,3,1,6,1959,300,Y,0,NA,NA,5,2006,WD,Normal,141000
RL,7658,Lvl,AllPub,TwnhsE,9,2005,TA,PConc,1752,GasA,Ex,1752,0,1752,2,1,6,2005,576,Y,0,NA,NA,2,2010,WD,Normal,319900
RL,12822,Lvl,AllPub,_1Fam,7,2003,TA,PConc,1434,GasA,Ex,1518,631,2149,1,1,6,2003,670,Y,0,NA,NA,8,2009,WD,Abnorml,239686
FV,11096,Lvl,AllPub,_1Fam,8,2006,TA,PConc,1656,GasA,Ex,1656,0,1656,3,1,7,2006,826,Y,0,NA,NA,7,2007,WD,Normal,249700
RM,4456,Lvl,AllPub,_2FmCon,4,1920,TA,BrkTil,736,GasA,Gd,736,716,1452,2,3,8,1930,0,N,0,NA,NA,6,2009,New,Partial,113000
RL,7742,Lvl,AllPub,_1Fam,5,1966,TA,CBlock,955,GasA,Ex,955,0,955,3,1,6,1966,386,Y,0,NA,MnPrv,1,2007,WD,Normal,127000
RL,13869,Lvl,AllPub,_1Fam,6,1997,TA,PConc,794,GasA,Gd,794,676,1470,3,1,6,1997,388,Y,0,NA,NA,7,2007,WD,Normal,177000
RM,6240,Lvl,AllPub,_1Fam,6,1934,TA,PConc,816,GasA,TA,816,0,1176,3,1,6,1985,528,Y,0,NA,MnPrv,9,2006,WD,Normal,114500
RM,8472,Bnk,AllPub,Duplex,5,1963,TA,CBlock,816,GasA,TA,816,0,816,2,1,5,1963,516,Y,0,NA,NA,5,2010,WD,Normal,110000
RL,50271,Low,AllPub,_1Fam,9,1981,TA,CBlock,1842,GasA,Gd,1842,0,1842,0,1,5,1981,894,Y,0,NA,NA,11,2006,WD,Normal,385000
RL,7134,Bnk,AllPub,_1Fam,5,1955,TA,CBlock,384,GasA,TA,1360,0,1360,3,1,6,1962,572,Y,0,NA,MnPrv,2,2007,WD,Normal,130000
RL,10175,Lvl,AllPub,_1Fam,6,1964,TA,CBlock,1425,GasA,Gd,1425,0,1425,3,1,7,1964,576,Y,0,NA,NA,7,2008,WD,Normal,180500
FV,2645,Lvl,AllPub,TwnhsE,8,1999,TA,PConc,970,GasA,Ex,983,756,1739,3,1,7,1999,480,Y,0,NA,NA,8,2009,WD,Abnorml,172500
RL,11645,Lvl,AllPub,_1Fam,7,2004,TA,PConc,860,GasA,Ex,860,860,1720,3,1,7,2004,565,Y,0,NA,NA,8,2006,WD,Normal,196500
RL,13682,HLS,AllPub,_1Fam,10,2006,TA,PConc,1410,GasA,Ex,1426,1519,2945,3,1,10,2006,641,Y,0,NA,NA,10,2006,New,Partial,438780
RL,7200,Bnk,AllPub,_1Fam,5,1972,TA,CBlock,780,GasA,Ex,780,0,780,2,1,4,1973,352,Y,0,NA,MnPrv,1,2008,WD,Normal,124900
RL,13072,Lvl,AllPub,_1Fam,6,2004,TA,PConc,1158,GasA,Ex,1158,0,1158,3,1,5,2006,576,Y,0,NA,NA,5,2006,New,Partial,158000
RM,7200,Lvl,AllPub,_1Fam,5,1920,TA,BrkTil,530,GasA,TA,581,530,1111,3,1,6,1935,288,N,0,NA,NA,3,2007,WD,Normal,101000
RL,6442,Lvl,AllPub,TwnhsE,8,2006,TA,PConc,1370,GasA,Ex,1370,0,1370,2,1,6,2006,484,Y,0,NA,NA,10,2007,WD,Normal,202500
RM,10300,Bnk,AllPub,_1Fam,7,1921,TA,BrkTil,576,GasA,Gd,902,808,1710,3,1,9,1990,480,Y,0,NA,GdPrv,4,2010,WD,Normal,140000
RL,9375,Lvl,AllPub,_1Fam,7,1997,TA,PConc,1057,GasA,Ex,1057,977,2034,3,1,8,1998,645,Y,0,NA,GdPrv,2,2009,WD,Normal,219500
RL,9591,Lvl,AllPub,_1Fam,8,2004,TA,PConc,1143,GasA,Ex,1143,1330,2473,4,1,9,2004,852,Y,0,NA,NA,10,2007,WD,Normal,317000
RL,19900,Lvl,AllPub,_1Fam,7,1970,TA,CBlock,1947,GasA,TA,2207,0,2207,3,1,7,1970,576,Y,0,NA,NA,7,2010,WD,Normal,180000
RL,10665,Lvl,AllPub,_1Fam,7,2003,TA,PConc,1453,GasA,Ex,1479,0,1479,3,1,7,2003,558,Y,0,NA,NA,6,2007,WD,Normal,226000
RM,4608,Lvl,AllPub,_1Fam,4,1945,Gd,CBlock,747,GasA,TA,747,0,747,2,1,4,1945,220,Y,0,NA,NA,6,2010,WD,Normal,80000
RL,15593,Lvl,AllPub,_1Fam,7,1953,TA,CBlock,1304,GasW,TA,1304,983,2287,3,1,7,1953,667,Y,0,NA,NA,7,2006,WD,Normal,225000
RL,13651,Lvl,AllPub,_1Fam,7,1973,Gd,CBlock,2223,GasA,Ex,2223,0,2223,3,1,8,1973,516,Y,0,NA,NA,2,2007,WD,Normal,244000
RL,7599,Lvl,AllPub,_1Fam,4,1982,TA,CBlock,845,GasA,TA,845,0,845,2,1,4,1987,360,Y,0,NA,NA,6,2007,WD,Normal,129500
RL,10141,Lvl,AllPub,_1Fam,7,1998,TA,PConc,832,GasA,Gd,885,833,1718,3,1,7,1998,427,Y,0,NA,NA,12,2009,WD,Normal,185000
RL,10200,Lvl,AllPub,_1Fam,5,1954,TA,CBlock,1086,GasA,Gd,1086,0,1086,3,1,6,1989,490,Y,0,NA,GdWo,5,2010,WD,Normal,144900
RM,5790,Lvl,AllPub,_1Fam,3,1915,Gd,CBlock,840,GasA,Gd,840,765,1605,3,2,8,1915,379,Y,0,NA,NA,5,2010,WD,Normal,107400
RM,1596,Lvl,AllPub,TwnhsE,4,1973,TA,CBlock,462,GasA,TA,526,462,988,2,1,5,1973,297,Y,0,NA,GdWo,11,2009,WD,Normal,91000
RL,8475,Lvl,AllPub,_1Fam,4,1956,TA,CBlock,952,GasA,Ex,952,0,952,2,1,4,1956,283,Y,0,NA,NA,4,2008,WD,Normal,135750
RM,8635,Lvl,AllPub,_1Fam,5,1948,TA,CBlock,672,GasA,TA,1072,213,1285,2,1,6,1948,240,Y,0,NA,MnPrv,1,2008,WD,Normal,127000
RL,10778,Lvl,AllPub,Duplex,4,1968,TA,CBlock,1768,GasA,TA,1768,0,1768,4,2,8,1930,0,Y,0,NA,NA,4,2010,WD,Normal,136500
RM,10440,Lvl,AllPub,_1Fam,5,1910,TA,PConc,440,GasA,Gd,682,548,1230,2,1,5,1966,440,Y,0,NA,MnPrv,5,2009,WD,Normal,110000
RL,13000,Lvl,AllPub,_1Fam,6,1968,Gd,CBlock,896,GasA,TA,1182,960,2142,4,1,8,1968,509,Y,0,NA,NA,6,2009,WD,Normal,193500
RM,4500,Lvl,AllPub,TwnhsE,6,1998,Gd,PConc,1237,GasA,Ex,1337,0,1337,2,1,5,1998,405,Y,0,NA,NA,3,2006,WD,Normal,153500
RL,10206,Lvl,AllPub,_1Fam,8,2007,TA,PConc,1563,GasA,Ex,1563,0,1563,3,1,6,2007,758,Y,0,NA,NA,10,2008,WD,Normal,245000
RL,8892,Lvl,AllPub,_1Fam,5,1960,TA,CBlock,1065,GasA,Gd,1065,0,1065,3,1,6,1974,461,Y,0,NA,NA,7,2007,COD,Normal,126500
RL,8530,Lvl,AllPub,_1Fam,7,1995,TA,PConc,384,GasA,Gd,804,670,1474,3,1,7,1995,400,Y,0,NA,NA,5,2009,WD,Normal,168500
RL,16059,Lvl,AllPub,_1Fam,8,1991,TA,CBlock,1288,GasA,Ex,1301,1116,2417,4,1,9,1991,462,Y,0,NA,NA,4,2006,WD,Normal,260000
RL,11911,Lvl,AllPub,_1Fam,6,2005,TA,PConc,684,GasA,Ex,684,876,1560,3,1,6,2005,400,Y,0,NA,NA,3,2009,WD,Normal,174000
FV,3951,Lvl,AllPub,TwnhsE,6,2009,TA,PConc,612,GasA,Ex,612,612,1224,2,1,4,2009,528,Y,0,NA,NA,6,2009,New,Partial,164500
C,8470,Lvl,AllPub,_1Fam,3,1915,Fa,CBlock,1013,GasA,TA,1013,0,1526,2,1,6,1930,0,N,0,NA,MnPrv,10,2009,ConLD,Abnorml,85000
RL,8070,Lvl,AllPub,_1Fam,4,1994,TA,PConc,990,GasA,Ex,990,0,990,3,1,5,1930,0,Y,0,NA,NA,8,2007,WD,Normal,123600
RL,7200,Lvl,AllPub,_1Fam,4,1950,TA,Slab,0,GasA,TA,1040,0,1040,2,1,4,1950,420,Y,0,NA,NA,7,2006,WD,Normal,109900
RL,8500,Lvl,AllPub,_1Fam,5,1961,TA,CBlock,1235,GasA,TA,1235,0,1235,2,1,6,1961,480,Y,0,NA,GdWo,12,2006,WD,Abnorml,98600
RL,13360,HLS,AllPub,_1Fam,5,1921,Gd,BrkTil,876,GasA,Ex,964,0,964,2,1,5,1921,432,Y,0,NA,NA,8,2009,WD,Normal,163500
C,7200,Lvl,AllPub,_2FmCon,6,1910,TA,BrkTil,1214,GasW,Ex,1260,1031,2291,4,2,9,1900,506,Y,0,NA,NA,11,2007,WD,Normal,133900
RL,9337,Lvl,AllPub,_1Fam,6,1997,Gd,PConc,824,GasA,Ex,905,881,1786,3,1,7,1997,684,Y,0,NA,NA,5,2007,WD,Normal,204750
RL,9765,Lvl,AllPub,_1Fam,6,1993,Gd,PConc,680,GasA,Gd,680,790,1470,3,1,6,1993,420,Y,0,NA,NA,4,2009,WD,Normal,185000
RL,10264,Lvl,AllPub,_1Fam,7,1999,TA,PConc,1588,GasA,Ex,1588,0,1588,3,1,6,1999,472,Y,0,NA,NA,8,2006,WD,Normal,214000
RL,10921,HLS,AllPub,_1Fam,4,1965,TA,CBlock,960,GasA,TA,960,0,960,3,1,6,1965,432,P,0,NA,NA,5,2007,WD,Normal,94750
RL,10625,Lvl,AllPub,_1Fam,5,1920,TA,BrkTil,458,GasA,Fa,835,0,835,2,1,5,1920,366,Y,0,NA,NA,5,2010,COD,Abnorml,83000
RL,9320,Lvl,AllPub,_1Fam,4,1959,TA,CBlock,950,GasA,Fa,1225,0,1225,3,1,6,1930,0,Y,0,NA,NA,1,2010,WD,Normal,128950
RL,10603,Lvl,AllPub,_1Fam,6,1977,TA,PConc,1610,GasA,Gd,1610,0,1610,3,1,6,1977,480,Y,0,NA,NA,2,2010,WD,Normal,205000
RL,9206,Lvl,AllPub,_1Fam,6,1985,TA,CBlock,741,GasA,TA,977,755,1732,3,1,7,1985,476,Y,0,NA,NA,6,2010,WD,Normal,178000
RL,7018,Bnk,AllPub,Duplex,5,1979,Fa,Slab,0,GasA,TA,1535,0,1535,4,2,8,1979,410,Y,0,NA,NA,6,2009,WD,Alloca,118964
RL,10402,Lvl,AllPub,_1Fam,7,2009,TA,PConc,1226,GasA,Ex,1226,0,1226,3,1,6,2009,740,Y,0,NA,NA,5,2010,WD,Normal,198900
RM,7758,Lvl,AllPub,_1Fam,7,1931,Fa,PConc,1040,GasA,Ex,1226,592,1818,4,1,7,1951,240,Y,0,NA,NA,6,2007,WD,Normal,169500
FV,9375,Lvl,AllPub,_1Fam,8,2003,TA,PConc,1053,GasA,Ex,1053,939,1992,3,1,9,2003,648,Y,0,NA,NA,8,2008,WD,Normal,250000
RM,10800,Lvl,AllPub,_1Fam,4,1885,TA,BrkTil,641,GasA,Gd,1047,0,1047,2,1,6,1954,273,N,0,NA,NA,8,2007,WD,Normal,100000
RM,6000,Lvl,AllPub,_1Fam,5,1948,TA,CBlock,789,GasA,Ex,789,0,789,2,1,5,1948,250,Y,0,NA,NA,4,2008,WD,Partial,115000
RM,8500,Lvl,AllPub,_1Fam,5,1919,TA,CBlock,793,GasW,TA,997,520,1517,3,1,7,1930,0,N,0,NA,NA,8,2007,WD,Normal,115000
RL,11751,Lvl,AllPub,_1Fam,6,1977,TA,CBlock,1844,GasA,Ex,1844,0,1844,3,1,7,1977,546,Y,0,NA,MnPrv,1,2010,COD,Normal,190000
RL,9525,Lvl,AllPub,_1Fam,6,1954,TA,CBlock,994,GasA,Gd,1216,639,1855,4,1,7,1954,325,Y,0,NA,NA,10,2006,WD,Normal,136900
RL,7750,Lvl,AllPub,_1Fam,7,2000,TA,PConc,384,GasA,Ex,774,656,1430,3,1,7,2000,400,Y,0,NA,NA,4,2010,WD,Normal,180000
RL,9965,Lvl,AllPub,_1Fam,7,2007,TA,PConc,1264,GasA,Ex,1282,1414,2696,4,1,10,2007,792,Y,0,NA,NA,10,2007,New,Partial,383970
RL,21000,Bnk,AllPub,_1Fam,6,1953,Gd,CBlock,1809,GasA,TA,2259,0,2259,3,1,7,1953,450,Y,0,NA,MnPrv,10,2007,COD,Abnorml,217000
RL,7259,Lvl,AllPub,_1Fam,6,1945,TA,CBlock,1028,GasA,Ex,1436,884,2320,3,1,9,1945,180,Y,0,NA,MnPrv,7,2007,WD,Normal,259500
FV,3230,Lvl,AllPub,TwnhsE,6,1999,TA,PConc,729,GasA,Gd,729,729,1458,2,1,5,1999,440,Y,0,NA,NA,6,2007,WD,Normal,176000
RL,11616,Lvl,AllPub,_1Fam,5,1962,TA,CBlock,1092,GasA,TA,1092,0,1092,3,1,6,1962,288,Y,0,NA,NA,9,2009,WD,Normal,139000
RL,8536,Lvl,AllPub,_1Fam,5,2006,TA,PConc,1125,GasA,Gd,1125,0,1125,2,1,5,2007,430,Y,0,NA,NA,4,2007,New,Partial,155000
RL,12376,Lvl,AllPub,_1Fam,7,1990,TA,PConc,1673,GasA,Gd,1699,1523,3222,5,1,11,1990,594,Y,0,NA,NA,5,2010,WD,Normal,320000
RL,8461,Lvl,AllPub,_1Fam,6,2005,TA,PConc,728,GasA,Ex,728,728,1456,3,1,8,2005,390,Y,0,NA,NA,7,2006,New,Partial,163990
RL,21453,Low,AllPub,_1Fam,6,1969,TA,CBlock,938,GasA,Ex,988,0,988,1,1,4,1969,540,Y,0,NA,NA,10,2006,WD,Normal,180000
RM,6060,Lvl,AllPub,_1Fam,4,1939,TA,PConc,732,GasA,Gd,772,351,1123,3,1,4,1979,264,P,0,NA,MnPrv,6,2007,WD,Normal,100000
RL,9464,Lvl,AllPub,_1Fam,6,1958,Gd,CBlock,1080,GasA,Gd,1080,0,1080,3,1,5,1958,288,Y,0,NA,NA,6,2008,WD,Normal,136000
RL,7892,Lvl,AllPub,TwnhsE,6,1993,TA,PConc,1199,GasA,Ex,1199,0,1199,2,1,5,1993,530,Y,0,NA,NA,3,2008,WD,Normal,153900
RL,17043,Lvl,AllPub,_1Fam,6,1979,Gd,CBlock,1362,GasA,TA,1586,0,1586,3,1,7,1979,435,Y,0,NA,NA,1,2009,WD,Normal,181000
RM,6780,Lvl,AllPub,_2FmCon,6,1935,Fa,CBlock,520,GasA,Gd,520,0,754,2,1,5,1930,0,N,0,NA,NA,6,2006,WD,Normal,84500
RL,4928,Lvl,AllPub,TwnhsE,6,1976,TA,CBlock,1078,GasA,TA,958,0,958,2,1,5,1977,440,Y,0,NA,NA,2,2007,WD,Normal,128000
RM,4388,Bnk,AllPub,_1Fam,5,1930,Gd,BrkTil,672,GasA,Ex,840,0,840,3,1,5,1930,0,N,0,NA,NA,6,2007,WD,Normal,87000
RL,7590,Lvl,AllPub,_1Fam,6,1966,TA,CBlock,660,GasA,TA,660,688,1348,3,1,6,1966,453,Y,0,NA,NA,7,2006,WD,Normal,155000
RL,8973,Lvl,AllPub,_1Fam,5,1958,TA,CBlock,1008,GasA,TA,1053,0,1053,3,1,6,1998,750,Y,0,NA,MnWw,7,2006,WD,Abnorml,150000
RL,14200,Lvl,AllPub,_1Fam,7,1966,TA,CBlock,924,GasA,Ex,1216,941,2157,4,1,8,1966,487,Y,0,NA,GdPrv,5,2006,WD,Normal,226000
RL,12224,Lvl,AllPub,_1Fam,6,2000,TA,PConc,992,GasA,Ex,1022,1032,2054,3,1,7,2000,390,Y,0,NA,NA,7,2009,WD,Normal,244000
RL,7388,Lvl,AllPub,_1Fam,5,1959,TA,CBlock,1063,GasA,Gd,1327,0,1327,3,1,7,1974,624,Y,0,NA,NA,7,2007,WD,Normal,150750
RL,6853,Lvl,AllPub,_1Fam,8,2001,TA,PConc,1267,GasA,Ex,1296,0,1296,2,1,6,2001,471,Y,0,NA,NA,6,2009,WD,Normal,220000
RL,10335,Lvl,AllPub,_1Fam,5,1968,TA,CBlock,1461,GasA,Gd,1721,0,1721,3,1,7,1968,440,Y,0,NA,MnPrv,7,2006,WD,Normal,180000
RL,10400,Lvl,AllPub,_1Fam,7,1970,TA,PConc,1304,GasA,Gd,1682,0,1682,3,1,7,1970,530,Y,0,NA,MnPrv,5,2008,WD,Normal,174000
RL,10355,Lvl,AllPub,_1Fam,5,1967,TA,CBlock,1214,GasA,TA,1214,0,1214,3,1,5,1967,318,Y,0,NA,NA,7,2007,WD,Normal,143000
RL,11070,Lvl,AllPub,Duplex,7,1988,TA,CBlock,1907,GasA,Gd,1959,0,1959,5,2,9,1989,766,Y,0,NA,NA,7,2006,WD,Family,171000
RL,9066,Lvl,AllPub,_1Fam,8,1999,TA,PConc,1004,GasA,Ex,1004,848,1852,3,1,7,1999,660,Y,0,NA,GdPrv,12,2008,WD,Normal,230000
RL,15426,Lvl,AllPub,_1Fam,6,1997,TA,PConc,928,GasA,Ex,928,836,1764,3,1,7,1997,470,Y,0,NA,MnPrv,8,2009,WD,Normal,231500
RL,10500,Lvl,AllPub,_1Fam,4,1971,TA,CBlock,864,GasA,TA,864,0,864,3,1,5,1930,0,Y,0,NA,NA,4,2010,ConLI,Normal,115000
RL,11645,Lvl,AllPub,_1Fam,7,2005,TA,PConc,1734,GasA,Ex,1734,0,1734,3,1,7,2005,660,Y,0,NA,NA,1,2006,WD,Normal,260000
RL,8520,Lvl,AllPub,_1Fam,5,1952,Fa,CBlock,910,GasA,Fa,910,475,1385,4,1,6,2000,720,Y,0,NA,MnPrv,6,2010,WD,Normal,166000
RL,10335,Lvl,AllPub,_1Fam,7,1999,TA,PConc,1490,GasA,Ex,1501,0,1501,3,1,6,1999,577,Y,0,NA,NA,6,2009,WD,Normal,204000
RM,9100,Lvl,AllPub,Duplex,5,1963,TA,CBlock,1728,GasA,TA,1728,0,1728,6,2,10,1963,504,Y,0,NA,NA,11,2006,ConLI,Abnorml,125000
RM,2522,Lvl,AllPub,TwnhsE,6,2004,TA,PConc,970,GasA,Ex,970,739,1709,3,1,7,2004,380,Y,0,NA,NA,4,2006,WD,Normal,130000
RM,6120,Lvl,AllPub,_1Fam,5,1931,TA,BrkTil,715,GasA,TA,875,0,875,2,1,5,1931,180,Y,0,NA,NA,11,2009,WD,Normal,105000
RL,9505,Lvl,AllPub,_1Fam,7,2001,TA,PConc,884,GasA,Ex,884,1151,2035,3,1,8,2001,434,Y,0,NA,NA,5,2010,WD,Normal,222500
RL,7500,Lvl,AllPub,_1Fam,7,2004,TA,PConc,1080,GasA,Ex,1080,0,1080,3,1,6,1930,0,Y,0,NA,NA,4,2008,WD,Normal,141000
RM,6240,Lvl,AllPub,_1Fam,5,1936,TA,BrkTil,896,GasA,Gd,896,448,1344,3,1,7,1936,240,Y,0,NA,NA,4,2006,WD,Normal,115000
RL,10356,Lvl,AllPub,_1Fam,5,1975,TA,CBlock,969,GasA,TA,969,0,969,3,1,5,1975,440,Y,0,NA,MnPrv,1,2007,WD,Normal,122000
RL,13891,Lvl,AllPub,_1Fam,8,2007,TA,PConc,1710,GasA,Ex,1710,0,1710,2,1,6,2007,866,Y,0,NA,NA,1,2008,New,Partial,372402
RL,14803,Lvl,AllPub,_1Fam,6,1971,TA,CBlock,825,GasA,Gd,1097,896,1993,4,1,8,1971,495,Y,0,NA,GdWo,6,2006,WD,Normal,190000
RL,13500,Lvl,AllPub,_1Fam,6,1960,TA,CBlock,1602,GasA,Gd,1252,0,1252,1,1,4,1960,564,Y,0,NA,NA,3,2008,WD,Normal,235000
RM,11340,Lvl,AllPub,_1Fam,6,1923,TA,BrkTil,1200,GasA,TA,1200,0,1200,4,1,7,1923,312,Y,0,NA,NA,3,2006,WD,Family,125000
